id;title;text;rating;fk_User_Id;fk_Product_Id
195;Best bourbon under 50;This is the best bourbon under 50 you can buy. One of the smoothest bourbons Ive tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.;5.0;195;98
196;I would definitely buy this quality bourbon again;This is Beam at its best very smooth.;5.0;196;98
197;Just the best!!;I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!;5.0;197;98
198;Love it, cannot find it anywhere;I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California;5.0;198;98
199;Jim Beam at its best!;I bought this in early December and it didnt make it to the new year... This one is Awesome, keep up the great work!;5.0;199;98
200;Rich Aromatic;Absolutely love, love, love it!!;5.0;200;98
201;What Bourbon Should Be.;No explanation necessary.;5.0;193;98
202;Excellent wine.;To bad they just raised the price 20. I wont buy it now.;4.0;202;99
203;Beautiful cabernet!;One of the best on the shelf for under 20.;5.0;203;99
204;Actually Quite Tasty;I purchased this item to make Mimosas and had some left over. The mimosas were delicious. I found the California Champaign tasteless when too cold and just right at a lesser temperature. Of course it is not Dom Perignon but who would make Mimosas with Dom, anyway;5.0;204;100
205;Amazing Drink;My drink of choice when I really want to enjoy my time alone.;5.0;108;101
206;"""the Best Jerry, The Best""";Pinnacle has been making our Martinis in my family for many years. My late father discovered it years ago when someone said its on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet youll love it too. Al;5.0;110;101
207;Pinnacle Whipped Bodka;The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!;5.0;111;101
208;I Love This Stuff !!!!;I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions.;5.0;113;101
209;Theres only one way to rock!;Great run to mix up the rocking fun! Get some today and mix away.! You wont be disappointed.;5.0;209;102
210;Love;Love it. Great tast!;5.0;210;103
211;Not as tasty as other Sangrias;If Im going to buy a Sangria, this is not the one Id choose. The flavor was not as fruity as others Ive had and was not pleasant for my palate.;2.0;211;104
212;On of our favorites!;We are not big wine drinkers but we love this stuff. It is just sweet enough and not as bitter as regular wine and you can really taste the fruity undertones. The price is nice as well. Recommended.;5.0;212;104
213;The Only Sangria For Me;The is absolutely the best Sangria ever. Hoping Sams continues to carry it. I buy six bottles each visit.;5.0;213;104
214;Very Yummy;I have searched high as low for this sangria and it is by far the best tasting. It is not too sweet, and very smooth. I love it chilled because its perfect for a hot summers day.;5.0;214;104
215;Finest Sangria for the price;I purchase this every time I go to Sams. Then is started to disappear! This last time we went, there was a mini case of six...bought them all, scared that something this good might not re-appear. Please reassure us that you will continue to carry it!;5.0;215;104
216;Very Mild wine;No after taste love this wine.;5.0;216;104
217;Delicious;Have you ever just wanted a wine that gives you that fruity juicy taste without the hard alcohol kick well this is it still gives you that cocktail buzz without that hard taste, love this stuff even my very picky grandmother loves it!!!!;5.0;217;104
218;Great deal;What a delightful surprise. Excellent taste and aroma. Nice after finish.;5.0;218;105
219;Worse wine Ive ever had;I love Cabernet and Merlot wines. I couldnt even finish a glass of this stuff...and thats saying a lot.;1.0;219;106
220;Great every day wine;We have been drinking this wine for 10+ years. Its just a good every day table wine that will not break the bank.;5.0;220;106
221;Love this wine for everyday table wine.;Im a wine girl from way back. Had a lot of pricey wines, some I liked, some I poured down the drain. Same with cheaper wine.Usually I stay right in the middle to be happiest. However, a close friend recommended this one to me a couple of years ago as a nice, everyday wine, and I have to say that for those purposes, this is one of my favorites.;4.0;221;106
222;Absolutely undrinkable!;Its not often that you come across a wine this bad. Ive tasted cooking wines that were better. Unfortunately, my wife bought four bottles of this stuff. Tried to return it, but Sams wouldnt accept it (not that I blame them). Id pour it down the sink, but it might damage the pipes. Sigh...;1.0;222;106
223;Bottle are better;I am not happy they only carry cans. The bottles are much better bring them back please!!!!!!;1.0;223;107
224;Real Good Crisp Taste;Yummmmmmyyyyyyyyyyyyyyyy;5.0;224;108
225;Delicious Beer;This beer is delicious. But I have to tell you that it is quite sweet, so if you dont like cream soda, you wont like it. In my case, it is perfect and I absolutely love it.;5.0;225;109
226;Fresh and cheap;It was very fresh and cheaper than anywhere in the area.;5.0;173;110
227;Great beer!;I bought this, best price and great convenience to order online, pick up in store. Great job! Super easy;5.0;174;110
228;a crowd pleaer;Made our party special. Everyone was pleased with our choice of drinks.;5.0;175;110
229;My red sauce favorite;Really enjoy, no strong tannin after taste. OK price. We pull out a bottle to have w/ pizza, red sauce dishes. Found this to be a smooth red w/ meals.;5.0;229;111
230;excellent;Everyone I share this with, loves it! Great tasting and soft, with no harsh aftertaste.;5.0;230;112
231;Good wine without a cork screw.;I bought two bottles of Meiomi and give one to a friend. I enjoyed drinking my bottle but was wondering if it can be aged.;4.0;231;112
232;Try It With Ice Cold Mtn Dew;I just bought a fifth of Jim Beam Apple and mixed it with ice cold Mtn Dew. It was great especially if you add a twist of fresh lemon;5.0;232;113
233;I Would Buy This Drink Again And Again If;We buy this bottle every week but the only thing we do not like is that every time you take the top off it leaves a black residue in the drink and a gross smell on your hand from twisting the top off ! If you guys could fix that then it would be twice more amazing;3.0;233;113
234;Great Product;I went to my local store to purchase another apple flavored product but saw this decided to purchase Jim Beam Apple instead. Im glad that I did. I mix my Jim Beam with cranberry juice and if I want it to be a little fizzy Ill add some Seagrams ginger ale. Love this drink and will be purchasing more soon.;5.0;234;113
235;Fantastic;I was hesitant to buy Jim Beam Apple, after trying other apple whiskeys, but I was not disappointed! Its so smooth, light and fruity. Very good!;5.0;235;113
236;Surprising And Refreshing;I mix the Jim Beam apple with a little ginger ale, it is a great summer refreshment.;5.0;236;113
237;Red Wine;First time trying it i love it 100;5.0;237;114
238;Excellent blend.;Great tasting smooth blend, awesome price too.;5.0;238;114
239;Very Nice;Sip then have an orange slice.;5.0;239;115
240;Tequillas;need salt or a lime but the addition of it makes it even better...;5.0;240;115
241;Plata;drink;5.0;241;115
242;good tequila for a fair price;Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas;5.0;242;115
243;Would buy again;Use for shots.;5.0;243;115
244;Love me some Hornitos!;This is hands down my favorite tequila. Amazing taste at an amazing price. No lime salt needed.;5.0;244;115
245;Plata;drink;5.0;245;115
246;Good Tequila For A Fair Price;Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas;5.0;246;115
247;My Favorite Wine;This is a fruity dessert wine. Since I had my first taste of a Gewurtztraminer wine I have bought wine from this grape from 12 different countries (and vineyards). This Fetzer Gewurtztraminer has the best flavor and body of all the ones Ive tried. Its hard to find, but worth trying, if youve never tried a wine from this grape before.;5.0;247;116
248;Hoppy! Best Hoppy Beer.;Best Beer on market. Mans Beer. Leaves Hoppy aftertaste. Approx. 248 Cals per 12 oz. Maintain exercise if drinking two or more per day...it will add weight.;5.0;248;117
249;Love This Brew!;Great refreshing taste! Not a weak beer. Safe ingredients that are non-gmo.;5.0;249;117
250;;Yuck. Im the type who usually rants and raves over Trump brands, but this wine is AWFUL. Was so shocked, I spilled it ALL OVER my favorite brown shirt. Sad!;1.0;250;118
251;Crest Floss Picks;These are hard to find. Vendor shipped fast and it was exactly what I ordered and for the price I agreed to. Will buy again;;251;119
252;the best floss picks;The other ones are too tight and hard to use. These have a good shape and grip and also are a bit looser so you can get the whole tooth.;;252;119
253;Crest Glide Floss Picks RULE;Im not sure why I cant find these in the grocery or drug stores any more, but I cant live without them. It is the only floss that does not get caught in my fillings. So easy to use that I actually enjoy flossing now. Highly recommend this product.;;253;119
254;Try It. Youll Like It.;Best. Beer. Ever. End of Review.;5.0;254;120
